user_idx,item_idx,rating,timestamp,user_id,item_id
0,16089,1.0,1313884800,A1MYSISP73W2OZ,B0015PQM88
0,13534,2.0,1314835200,A1MYSISP73W2OZ,B000MB1NU8
0,15803,3.0,1314835200,A1MYSISP73W2OZ,B0012V7RU2
0,7327,5.0,1315785600,A1MYSISP73W2OZ,B00009WAV8
0,11384,4.0,1352505600,A1MYSISP73W2OZ,B000C5W894
0,0,4.0,1357344000,A1MYSISP73W2OZ,0439591538
1,8537,5.0,1145577600,AFWPLXT2OD6H1,B0002AL28W
1,9666,3.0,1146096000,AFWPLXT2OD6H1,B0007ODNDA
1,10439,4.0,1160179200,AFWPLXT2OD6H1,B0009WH7E6
1,7249,4.0,1165104000,AFWPLXT2OD6H1,B00009MQHU
1,8189,3.0,1165104000,AFWPLXT2OD6H1,B0001IPY2U
1,10623,4.0,1168992000,AFWPLXT2OD6H1,B000A3XRS4
1,1,4.0,1169769600,AFWPLXT2OD6H1,0439715571
1,9372,5.0,1180569600,AFWPLXT2OD6H1,B0006HUH00
1,14184,2.0,1199059200,AFWPLXT2OD6H1,B000PS2XES
1,11950,4.0,1200700800,AFWPLXT2OD6H1,B000F5IA7A
1,9599,3.0,1201910400,AFWPLXT2OD6H1,B0007KQ6EW
1,15151,4.0,1216598400,AFWPLXT2OD6H1,B000VPRAFM
1,11635,3.0,1225843200,AFWPLXT2OD6H1,B000E66CAM
1,9522,4.0,1230422400,AFWPLXT2OD6H1,B00077RH3O
1,9276,4.0,1230508800,AFWPLXT2OD6H1,B000696SJC
1,8664,4.0,1230595200,AFWPLXT2OD6H1,B0002FGFJ8
1,13142,4.0,1231718400,AFWPLXT2OD6H1,B000J165AO
1,10171,5.0,1245801600,AFWPLXT2OD6H1,B0009G0G8Q
1,10049,4.0,1251331200,AFWPLXT2OD6H1,B00092CJLM
1,5792,3.0,1254268800,AFWPLXT2OD6H1,B000067O14
1,13334,4.0,1256860800,AFWPLXT2OD6H1,B000KIF890
1,13834,4.0,1278547200,AFWPLXT2OD6H1,B000NKPFCK
1,13640,4.0,1279324800,AFWPLXT2OD6H1,B000MSKQNQ
2,7169,3.0,1063152000,A1P478YKNZYVXE,B00009B1UJ
2,8125,2.0,1089676800,A1P478YKNZYVXE,B0001DHQP8
2,8476,4.0,1114128000,A1P478YKNZYVXE,B0002719LK
2,8663,4.0,1114646400,A1P478YKNZYVXE,B0002FGFIE
2,7564,4.0,1115337600,A1P478YKNZYVXE,B0000A92KX
2,7810,5.0,1115510400,A1P478YKNZYVXE,B0000D12XI
2,10313,1.0,1126483200,A1P478YKNZYVXE,B0009Q1IEM
2,9939,4.0,1133136000,A1P478YKNZYVXE,B000820Y42
2,10428,4.0,1145232000,A1P478YKNZYVXE,B0009W8QQE
2,11255,4.0,1156377600,A1P478YKNZYVXE,B000BO8CHS
2,12527,3.0,1158969600,A1P478YKNZYVXE,B000GGQMYG
2,11117,5.0,1159660800,A1P478YKNZYVXE,B000BD1AFA
2,12449,3.0,1159660800,A1P478YKNZYVXE,B000GACKQ6
2,1,4.0,1159747200,A1P478YKNZYVXE,0439715571
2,12045,5.0,1160092800,A1P478YKNZYVXE,B000FDMV54
2,11889,4.0,1160352000,A1P478YKNZYVXE,B000F0GX8I
2,7499,2.0,1160611200,A1P478YKNZYVXE,B0000A0MDV
2,12631,1.0,1160870400,A1P478YKNZYVXE,B000GPVUQ2
2,5895,5.0,1161388800,A1P478YKNZYVXE,B0000696CZ
2,12583,4.0,1161820800,A1P478YKNZYVXE,B000GJX6ZG
2,3874,5.0,1161993600,A1P478YKNZYVXE,B00004YRQA
2,15372,4.0,1209772800,A1P478YKNZYVXE,B000XGJH1O
2,15697,2.0,1209772800,A1P478YKNZYVXE,B00127PZCS
2,12412,5.0,1209859200,A1P478YKNZYVXE,B000GA73O0
2,13273,4.0,1210118400,A1P478YKNZYVXE,B000K1CS5Y
2,16048,5.0,1210118400,A1P478YKNZYVXE,B0015AARJI
2,12907,4.0,1210377600,A1P478YKNZYVXE,B000HKP88C
2,13871,4.0,1260316800,A1P478YKNZYVXE,B000NV8F58
2,14013,3.0,1277078400,A1P478YKNZYVXE,B000OPOCFU
2,13228,5.0,1279238400,A1P478YKNZYVXE,B000JLIXIG
2,15758,3.0,1279411200,A1P478YKNZYVXE,B0012N3T3Y
3,9354,4.0,1230163200,A34UGG0WDKRTQF,B0006GQ7SM
3,2,5.0,1234396800,A34UGG0WDKRTQF,0439900581
3,121,3.0,1234396800,A34UGG0WDKRTQF,B00000I1BG
3,3798,5.0,1234396800,A34UGG0WDKRTQF,B00004XQP2
3,4295,4.0,1234396800,A34UGG0WDKRTQF,B00005AT8B
3,4916,5.0,1234396800,A34UGG0WDKRTQF,B00005NPXY
3,7702,5.0,1234396800,A34UGG0WDKRTQF,B0000C1Z19
3,8575,4.0,1234396800,A34UGG0WDKRTQF,B0002BQQMI
3,13328,5.0,1234396800,A34UGG0WDKRTQF,B000KI99RC
3,15802,5.0,1234396800,A34UGG0WDKRTQF,B0012V7S92
3,15643,4.0,1238976000,A34UGG0WDKRTQF,B0011DTG9Q
4,3,5.0,1404864000,A1E2ODNEYJ1UWX,0545112141
4,7305,5.0,1404864000,A1E2ODNEYJ1UWX,B00009VRG5
4,8629,5.0,1404864000,A1E2ODNEYJ1UWX,B0002CTTKS
4,9717,5.0,1404864000,A1E2ODNEYJ1UWX,B0007RDM56
4,10829,5.0,1404864000,A1E2ODNEYJ1UWX,B000AQ8LCI
4,10888,3.0,1404864000,A1E2ODNEYJ1UWX,B000AVHXMM
4,12117,5.0,1404864000,A1E2ODNEYJ1UWX,B000FIS9PU
4,12474,4.0,1404864000,A1E2ODNEYJ1UWX,B000GCBOR0
4,13483,2.0,1404864000,A1E2ODNEYJ1UWX,B000M3K276
4,4968,4.0,1404950400,A1E2ODNEYJ1UWX,B00005O628
4,6177,3.0,1404950400,A1E2ODNEYJ1UWX,B00006IJIW
4,7253,3.0,1404950400,A1E2ODNEYJ1UWX,B00009NH6H
4,9031,3.0,1404950400,A1E2ODNEYJ1UWX,B0002VYPEE
4,11918,4.0,1404950400,A1E2ODNEYJ1UWX,B000F1YHRG
5,4997,5.0,1253059200,AVTLLY67TSLU3,B00005OLWR
5,6176,1.0,1253059200,AVTLLY67TSLU3,B00006IJMU
5,14307,2.0,1285113600,AVTLLY67TSLU3,B000QJLQCG
5,14847,3.0,1285113600,AVTLLY67TSLU3,B000TU1L9U
5,4,1.0,1383091200,AVTLLY67TSLU3,0671317091
6,9389,3.0,1207094400,AV969NA4CBP10,B0006IGKIC
6,9832,3.0,1207094400,AV969NA4CBP10,B0007W4LFQ
6,11241,1.0,1207094400,AV969NA4CBP10,B000BNMNNI
6,452,4.0,1208304000,AV969NA4CBP10,B00001NTSO
6,11262,5.0,1208304000,AV969NA4CBP10,B000BPBAPI
6,13306,4.0,1208304000,AV969NA4CBP10,B000KDEFO4
6,13788,5.0,1208304000,AV969NA4CBP10,B000NJFMR4
6,14455,4.0,1208304000,AV969NA4CBP10,B000RHFZTM
6,13108,3.0,1375574400,AV969NA4CBP10,B000IWMVSY
6,16001,3.0,1375574400,AV969NA4CBP10,B0014FSRHI
6,5,5.0,1392940800,AV969NA4CBP10,0700026657
7,12433,1.0,1339200000,A2HD75EMZR8QLN,B000GAAW0W
7,6,1.0,1341792000,A2HD75EMZR8QLN,0700099867
7,9802,1.0,1342310400,A2HD75EMZR8QLN,B0007UQ0OS
7,12171,1.0,1342569600,A2HD75EMZR8QLN,B000FN92GK
7,9906,5.0,1351382400,A2HD75EMZR8QLN,B000809NXM
7,712,5.0,1353628800,A2HD75EMZR8QLN,B00001ZUGO
7,5121,5.0,1353628800,A2HD75EMZR8QLN,B00005QX4F
7,2593,5.0,1357862400,A2HD75EMZR8QLN,B000038I9O
7,3469,5.0,1357862400,A2HD75EMZR8QLN,B00004TTIC
7,9747,1.0,1357948800,A2HD75EMZR8QLN,B0007TFLLM
8,8307,2.0,1103673600,AQTC623NCESZW,B0001Y8UK2
8,9055,3.0,1103673600,AQTC623NCESZW,B0002XJBG4
8,9056,2.0,1104451200,AQTC623NCESZW,B0002XJBGE
8,14182,5.0,1225411200,AQTC623NCESZW,B000PS2XDO
8,6,1.0,1353715200,AQTC623NCESZW,0700099867
9,13209,4.0,1197417600,A1QJJU33VNC4S7,B000JHMJDA
9,13228,4.0,1197417600,A1QJJU33VNC4S7,B000JLIXIG
9,13230,2.0,1197417600,A1QJJU33VNC4S7,B000JLIYLC
9,13763,5.0,1197417600,A1QJJU33VNC4S7,B000NGP1R8
9,15005,5.0,1197417600,A1QJJU33VNC4S7,B000UW21A0
9,12324,1.0,1202688000,A1QJJU33VNC4S7,B000G0HJ3K
9,13660,4.0,1202688000,A1QJJU33VNC4S7,B000MUW98O
9,14071,5.0,1202688000,A1QJJU33VNC4S7,B000P297EI
9,14088,5.0,1202688000,A1QJJU33VNC4S7,B000P46NMA
9,14929,5.0,1202688000,A1QJJU33VNC4S7,B000UC5ML0
9,15042,4.0,1202688000,A1QJJU33VNC4S7,B000V1OUVI
9,12823,3.0,1203120000,A1QJJU33VNC4S7,B000HCMR8E
9,12183,4.0,1250812800,A1QJJU33VNC4S7,B000FO4KO8
9,13480,4.0,1254873600,A1QJJU33VNC4S7,B000M17AVO
9,12211,5.0,1257984000,A1QJJU33VNC4S7,B000FQBF1M
9,16014,5.0,1257984000,A1QJJU33VNC4S7,B0014UGK8G
9,15343,5.0,1266796800,A1QJJU33VNC4S7,B000X1TC0U
9,15758,4.0,1266969600,A1QJJU33VNC4S7,B0012N3T3Y
9,14797,1.0,1276300800,A1QJJU33VNC4S7,B000TLU67W
9,469,4.0,1293148800,A1QJJU33VNC4S7,B00001OWYX
9,493,4.0,1293148800,A1QJJU33VNC4S7,B00001QED5
9,721,4.0,1293148800,A1QJJU33VNC4S7,B00001ZUL7
9,2050,4.0,1293148800,A1QJJU33VNC4S7,B000034DC7
9,2665,3.0,1293148800,A1QJJU33VNC4S7,B00003W869
9,2916,5.0,1293148800,A1QJJU33VNC4S7,B00004SPX9
9,1205,5.0,1317427200,A1QJJU33VNC4S7,B00002ST27
9,2150,4.0,1317427200,A1QJJU33VNC4S7,B000035XB0
9,16287,1.0,1337040000,A1QJJU33VNC4S7,B00178630A
9,13993,5.0,1343088000,A1QJJU33VNC4S7,B000OLXX86
9,6,4.0,1352851200,A1QJJU33VNC4S7,0700099867
10,9879,5.0,1149120000,A2JLT2WY0F2HVI,B0007Z70YM
10,4004,1.0,1231459200,A2JLT2WY0F2HVI,B0000522CC
10,6546,5.0,1231459200,A2JLT2WY0F2HVI,B00007E8ED
10,7937,5.0,1231459200,A2JLT2WY0F2HVI,B0000Y37FG
10,8978,4.0,1231459200,A2JLT2WY0F2HVI,B0002UM1EG
10,11496,3.0,1231459200,A2JLT2WY0F2HVI,B000CQR30W
10,12452,5.0,1231459200,A2JLT2WY0F2HVI,B000GAC4VC
10,14011,5.0,1254355200,A2JLT2WY0F2HVI,B000OPPR72
10,6,2.0,1391817600,A2JLT2WY0F2HVI,0700099867
10,11905,5.0,1392076800,A2JLT2WY0F2HVI,B000F1WGKQ
11,5787,5.0,1283299200,ANW6EGY12V5XS,B000067NP1
11,15919,5.0,1283299200,ANW6EGY12V5XS,B0013RC1W4
11,6,5.0,1318982400,ANW6EGY12V5XS,0700099867
11,16048,5.0,1355097600,ANW6EGY12V5XS,B0015AARJI
11,13084,3.0,1395100800,ANW6EGY12V5XS,B000IONGWM
11,15343,5.0,1395100800,ANW6EGY12V5XS,B000X1TC0U
12,10026,5.0,1304294400,AHT34BRYFBFT1,B000922BYC
12,4753,1.0,1332633600,AHT34BRYFBFT1,B00005N7YN
12,9568,1.0,1367712000,AHT34BRYFBFT1,B0007D9OZC
12,11243,1.0,1388102400,AHT34BRYFBFT1,B000BNMNN8
12,6,5.0,1388275200,AHT34BRYFBFT1,0700099867
12,926,3.0,1388275200,AHT34BRYFBFT1,B00002EIYV
12,4004,4.0,1388275200,AHT34BRYFBFT1,B0000522CC
12,6570,5.0,1388275200,AHT34BRYFBFT1,B00007JRBG
12,9200,2.0,1388275200,AHT34BRYFBFT1,B000651WII
12,12320,5.0,1388275200,AHT34BRYFBFT1,B000G0167U
12,13635,5.0,1388275200,AHT34BRYFBFT1,B000MRD2KQ
12,15059,4.0,1388275200,AHT34BRYFBFT1,B000V5PO9Q
12,15242,5.0,1388275200,AHT34BRYFBFT1,B000WCHYVE
12,13334,4.0,1388448000,AHT34BRYFBFT1,B000KIF890
12,16200,5.0,1388448000,AHT34BRYFBFT1,B0016BVY7U
12,901,5.0,1389052800,AHT34BRYFBFT1,B00002CF8U
13,4383,5.0,1178841600,A248LSBZT4P38V,B00005BJ9K
13,6377,5.0,1178841600,A248LSBZT4P38V,B00006LU9B
13,7817,5.0,1178841600,A248LSBZT4P38V,B0000D9SQ6
13,7865,3.0,1178841600,A248LSBZT4P38V,B0000E5U6I
13,12238,5.0,1277856000,A248LSBZT4P38V,B000FT61OU
13,6,1.0,1404086400,A248LSBZT4P38V,0700099867
14,7242,3.0,1075766400,AFS6WERAP409A,B00009M6SK
14,7554,2.0,1086393600,AFS6WERAP409A,B0000A344P
14,7105,1.0,1093737600,AFS6WERAP409A,B0000945IO
14,10643,2.0,1171065600,AFS6WERAP409A,B000A76ZNO
14,13824,3.0,1226275200,AFS6WERAP409A,B000NKPFB6
14,15840,4.0,1226361600,AFS6WERAP409A,B001395JT4
14,13834,2.0,1240012800,AFS6WERAP409A,B000NKPFCK
14,12011,2.0,1240617600,AFS6WERAP409A,B000FAMQ3Y
14,13826,2.0,1240617600,AFS6WERAP409A,B000NKNB4Y
14,16035,3.0,1246060800,AFS6WERAP409A,B00153B6YU
14,16184,4.0,1251504000,AFS6WERAP409A,B00168VU4U
14,16015,2.0,1264464000,AFS6WERAP409A,B0014UGK4U
